name,date,gj-qydf,prov,class1,class2,keyword,desc,link
《山西省国民经济和社会发展第十五个五年规划纲要》,2026/4/3,区域地方级,山西,4.能源领域,,能源转型,旨在阐明山西省发展战略，明确政府工作重点，引导规范社会主体行为，是“十五五”时期党委领导经济社会发展、政府履行职责的重要依据，是山西省人民共同的行动指南。包括推动能源转型 建设能源强省、加快经济社会发展全面绿色转型 建设美丽山西等十七章内容，提到构建能源供给、消费、创新体系、促进新型能源体系和现代化产业体系深度融合、积极稳妥推进和实现碳达峰、加快形成绿色生产生活方式等七十项具体措施。,https://www.shanxi.gov.cn/zcwjk/szfwj/202604/t20260413_10102924_wjkDetail.shtml
《宁夏回族自治区国民经济和社会发展第十五个五年规划纲要》,2026/4/3,区域地方级,宁夏,4.能源领域,,"新能源,新型电力系统",旨在阐明自治区党委战略部署，明确政府工作重点，引导规范社会主体行为，是 “十五五”时期加快建设美丽新宁夏、奋力谱写中国式现代化宁夏篇章的宏伟蓝图。提出加快构建新型能源体系 高水平建设国家新能源综合示范区等16篇内容，包括推进新能源高效协同发展、促进电力系统优化升级、增强能源绿色转型动力等措施。,https://www.nx.gov.cn/zwgk/qzfwj/202604/t20260414_5216660.html
《北京市国民经济和社会发展第十五个五年规划纲要》,2026/4/8,区域地方级,北京,2.政策制度体系,2,"新型电力系统,碳市场","绿色发展是高质量发展的鲜明底色。""十五五""时期,牢固树立和践行绿水青山就是金山银山的理念,协同推进降碳、减污、扩绿、增长，全面提升生态环境质量,加快实现生产生活方式绿色变革。目标到2030年，人与自然和谐共生的美丽北京更加可感可及，为全球生态文明建设贡献北京智慧。第十三篇加快绿色转型，全面建设美丽北京包括着力构建新型能源体系、积极稳妥推进碳达峰碳中和、提升生态文明治理等五章内容，促进新型电力系统灵活高效、建立健全碳排放基础制度、推动生产生活方式绿色转型等15项具体措施。",https://www.beijing.gov.cn/zhengce/zhengcefagui/202604/t20260407_4576089.html
《进一步鼓励新能源建筑垃圾 运输车辆推广使用的通知》,2026/4/8,区域地方级,天津,4.能源领域,,"交通领域,新能源",旨在因地制宜、安全高效、有序推进天津市建筑垃圾运输领域绿色低碳发展，统筹多元保障，多措并举加强车辆规范化、清洁化、智能化管理。对符合国家及天津市技术规范并纳入道路运输车辆达标车型目录，用于建筑垃圾密闭运输的纯电动、氢燃料电池等新能源重型自卸货车与专用运输车辆，提出优化备案服务、优化通行管理、规范技术标准、加大资金支持等7项鼓励支持措施。,https://sthj.tj.gov.cn/ZWGK4828/ZCWJ6738/sthjjwj/202604/t20260408_7278132.html
《广西推进美丽城市建设实施方案》,2026/4/9,区域地方级,广西,2.政策制度体系,2,"绿色低碳转型,气候韧性",旨在推动建设绿色低碳、环境优美、生态宜居、安全健康、智慧高效的美丽城市。目标到2027年，重点支持5个左右城市先行开展美丽城市建设，力争推动1—2个城市成为全国美丽城市示范标杆；到2030年，争取9个左右美丽城市建设取得标志性成果；到2035年，形成智慧高效、多元共治的城市生态环境治理体系，美丽城市建设实现全覆盖。提出加快城市绿色低碳转型发展、打造健康安全可靠的韧性城市等8项内容共30项具体措施。,http://sthjt.gxzf.gov.cn/zfxxgk/zfxxgkgl/fdzdgknr/hbzw/gwtz/t27423888.shtml
《陕西省国民经济和社会发展第十五个五年规划纲要》,2026/4/13,区域地方级,陕西,4.能源领域,,"新能源,绿色交通","旨在阐明""十五五""时期陕西省发展的战略目标和重点任务，明确政府工作重点，引导规范经营主体行为，是指导和推动陕西省高质量发展的纲领性文件，也是谱写陕西新篇、争做西部示范的施工图和路线图。包括加快提升生态文明建设水平 破立并举建设美丽陕西等十三篇内容，提到促进能源消费绿色转型、引导产业绿色转型、推广绿色低碳交通运输方式、加快市政建筑领域绿色低碳转型等具体措施。",https://www.shaanxi.gov.cn/zfxxgk/fdzdgknr/zcwj/nszfwj/szf/202604/t20260413_3629154.html
《江西省有序推动绿电直连发展实施方案》,2026/4/15,区域地方级,江西,4.能源领域,,"绿电,新能源",绿电直连项目通过直连线路向单一电力用户供给绿电，以满足企业绿色用能需求、提升新能源就近就地消纳水平为目标。包括总体要求、项目类型、实施要求、实施程序、保障措施五个方面。实施要求中提到出做好源荷匹配，并网型项目整体新能源年自发自用电量占总可用发电量的比例应不低于60%，占总用电量的比例应不低于30%、2030年前不低于35%，上网电量占总可用发电量的比例上限不超过20%等。,https://drc.jiangxi.gov.cn/jxsfzhggwyh/col/col4990/content/content_2044376862730813440.html
《西藏自治区关于进一步推动 开发区(园区)高质量发展的若干措施》,2026/4/15,区域地方级,西藏,3.产业领域,,"电力市场,零碳园区","旨在加快推进西藏自治区园区建设提档升级、提质增效,推动园区管理制度改革和发展模式创新。争到2030年底园区生产总值占自治区地区生产总值比重显著提高等。提出推动低碳绿色发展：支持符合条件的园区创建国家级、自治区级绿色工业园区。推进自治区级及以上园区电力市场化改革，落实绿电直连、源网荷储一体化发展和绿电交易试点，逐步提升绿电比例,支持配建新型储能设施和""园中园""形式的零碳园区。鼓励发展""以绿制绿""新业态,探索绿色氢氨醇等未来能源应用等。",https://www.xizang.gov.cn/zwgk/xxfb/zbwj/202604/t20260421_536012.html
《上海市2026年碳达峰碳中和及节能减排重点工作安排》,2026/4/16,区域地方级,上海,2.政策制度体系,2,节能降碳,旨在积极稳妥推进碳达峰碳中和，加快经济社会发展全面绿色转型，全面建设碳排放总量和强度双控制度，为“十五五”开好局起好步。包括不断完善碳达峰碳中和综合管理体系、持续推动节能降碳增效、加快推进能源绿色低碳转型、工业通信业、建筑、建筑领域低碳升级、持续巩固提升碳汇能力等14项内容。并附有2026年碳达峰碳中和及节能减排重点工作任务和分工表。,https://fgw.sh.gov.cn/fgw_zyjyhhjbh/20260416/28bc161eae9049b9853ea0e5c6b7305f.html
《青海省省级零碳园区建设方案》,2026/4/16,区域地方级,青海,3.产业领域,,零碳园区,旨在积极稳妥推进碳达峰碳中和，支持青海省有条件的地区开展零碳园区建设，加快推动园区和企业低碳化、零碳化改造。目标到2030年，力争建成5-6个省级零碳园区，园区零碳建设模式基本成熟、零碳发展长效机制更加完善、零碳负碳技术取得突破，形成一批可复制可推广的经验等。提出促进园区能源供给绿色转型、持续提高绿色能源利用水平、支持创建低碳零碳标准等建设任务。,http://fgw.qinghai.gov.cn/zfxxgk/sdzdgknr/fgwwj/202604/t20260420_91481.html
《工业产品绿色设计指南（2026年版）》,2026/4/17,国家级,,3.产业领域,,工业领域,旨在从源头设计阶段减少或控制全生命周期的资源消耗和环境影响，更好地指导工业产品绿色设计，推行绿色制造，协同推进降碳减污扩绿增长。《指南》适应国内外绿色低碳发展形势新变化新要求，凝聚行业绿色设计共识，明确了11个重点方向，包括节能设计、节水设计、节材设计、易回收再生设计、可重复使用设计、零碳设计等。并以15个重点行业为典型示例，细化形成126个解决方案，指导产品研发人员践行绿色设计理念和方法。,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_0e02aa4c9dfe40c0ae322af3c185eed6.html
《关于推进服务业扩能提质的意见》,2026/4/21,国家级,,3.产业领域,,"节能降碳,回收利用",旨在推进服务业扩能提质，促进服务业优质高效发展，更好发挥服务业支撑产业升级、满足民生需要、带动就业扩容的作用。目标到2030年，服务业高质量发展取得明显进展，服务业总规模迈上100万亿元台阶等。共五章20条内容，提出积极发展节能环保服务：推进重点行业能效诊断，推广公共机构能源费用托管服务模式，开展公共机构和大型公共建筑节能降碳改造；开展农业绿色高产高效技术服务、农业废弃物处理利用服务；完善再生资源回收网点布局，支持重点行业发展再制造服务等。,https://www.gov.cn/zhengce/content/202604/content_7066483.htm
《关于更高水平更高质量做好节能降碳工作的意见》,2026/4/22,国家级,,1.国家战略体系,,"节能降碳,绿色转型",节能降碳是推进碳达峰碳中和、加快发展方式绿色转型的重要抓手，是维护国家能源安全、促进产业提质升级的重要支撑。《意见》从协同推进节能降碳与绿色转型、大力推进重点领域节能降碳、进一步加强节能降碳监督管理、强化节能降碳工作支撑保障等方面作出部署。提出统筹节能降碳与能源绿色转型、统筹节能降碳与产业优化升级，强化工业节能降碳、加强建筑节能降碳、推进交通运输节能降碳等18项具体措施。,https://www.gov.cn/yaowen/liebiao/202604/content_7066615.htm
《碳达峰碳中和综合评价考核办法》,2026/4/23,国家级,,1.国家战略体系,,"碳排放评价,碳排放权交易",旨在发挥碳达峰碳中和的战略牵引作用，加快构建碳排放总量和强度双控制度体系，推动地方党委和政府树立和践行正确政绩观、坚决扛起碳达峰碳中和责任，制定本《办法》。包括总则，评价考核内容、程序、结果运用等六章共25条内容。控制指标包括碳排放总量、碳排放强度降低、煤炭消费总量、石油消费总量、非化石能源消费占比等指标；支撑指标包括节能、工业、城乡建设、交通运输、公共机构、碳排放权交易等领域具有代表性且对碳达峰碳中和具有支撑作用的指标。,https://www.gov.cn/yaowen/liebiao/202604/content_7066694.htm
《关于组织开展2026年度工业节能降碳诊断服务工作的通知》,2026/4/23,国家级,,3.产业领域,,"节能降碳,碳足迹核算",旨在积极推行“诊断+咨询”服务工作体系，进一步提升工业节能降碳诊断服务水平，推动重点行业领域节能降碳。工作任务包括重点行业领域企业节能降碳诊断、重点工业产品设备节能降碳诊断等两项。其中，重点行业领域企业节能降碳诊断将聚焦钢铁、电解铝、水泥等重点行业领域，对重点企业统筹开展节能降碳诊断和碳排放核算服务，并根据诊断和核算结果，制定节能降碳改造具体方案等；重点工业产品设备节能降碳诊断将依据已发布的产品碳足迹相关国家标准、行业标准及推荐性团体标准，对相关产业链上下游重点企业开展产品碳足迹核算服务，出具产品碳足迹核算报告，并对其开展重点用能产品设备能效诊断服务等节能降碳改造建议。,https://wap.miit.gov.cn/jgsj/jns/wjfb/art/2026/art_ea1ce0a849da4d1e8000ddf8734b15f5.html
《关于加强河南省碳计量中心建设的实施意见》,2026/4/23,区域地方级,河南,2.政策制度体系,2,"碳足迹,碳交易",旨在通过精准计量、科学数据、技术服务，推动重点行业由传统的“碳核算”向精准的“碳计量”转变，为河南省碳排放统计核算、碳交易、碳足迹认证等提供坚实技术支撑。提出聚焦钢铁、有色、化工、电力、交通等重点领域，统筹布局建设一批省级碳计量中心，围绕碳计量技术研究、量传溯源能力提升、碳计量数据应用、碳计量监管支撑、碳计量技术服务、碳计量人才培养等六大重点任务，系统推进碳计量体系建设，着力打造“可测量、可报告、可核查”的碳计量能力等。,https://scjg.henan.gov.cn/2026/04-23/3345174.html
《广东省新型储能电站建设运行管理办法》,2026/4/24,区域地方级,广东,4.能源领域,,新型储能,旨在规范新型储能电站规划、建设和运行，促进新型储能电站有序、安全、健康发展，支撑构建新型电力系统，促进广东省新型储能产业高质量发展。包括总则、规划引导、项目备案等九章共37条内容。自发布之日起30日后实施，自实施之日起有效期3年。,https://drc.gd.gov.cn/gfxwj5633/content/post_4889387.html
《江苏省公共建筑用能和碳排放限额指南（试行）》,2026/4/27,区域地方级,江苏,6.建筑领域,,"碳排放评价,建筑行业",旨在指导各地开展公共建筑用能和碳排放管理工作，提升江苏省公共建筑节能降碳水平。包括总则、术语、计算方法和能耗和碳排放限额指标、附录等内容。涵盖办公、学校、医院、旅馆、商场五大公共建筑用能，明确约束值/基准值/引导值三级指标，并附有主要能源的折标煤系数和碳排放因子(参考值)。,https://jsszfhcxjst.jiangsu.gov.cn/art/2026/4/27/art_49384_11763265.html
《山西省加快能源绿色低碳转型发展实施方案》,2026/4/27,区域地方级,山西,4.能源领域,,"绿色低碳转型,新型电力系统",旨在推动山西省能源绿色低碳转型发展和新型能源体系建设，促进山西省经济社会高质量发展。包括加强化石能源清洁高效开发利用、加快建设新型电力系统、加快培育绿色能源消费体系、创新能源绿色低碳发展政策机制、保障措施等五大方向，以及加快推动煤炭清洁运输、加快推进煤电转型升级、大力推动新能源就地就近消纳等共21条具体措施。,https://www.shanxi.gov.cn/zcwjk/bgtwj/202604/t20260427_10111833_wjkDetail.shtml
《上海市碳普惠减排项目方法学 市政道路和公路功能照明智能调光（SHCER01010042026I）》,2026/4/27,区域地方级,上海,2.政策制度体系,2.2 标准体系,碳普惠,旨在鼓励市政道路和公路功能照明运营单位充分利用智能调光技术，实现照明系统的精细化管理和优化运行。适用于上海市市政道路和公路功能照明系统中，在满足路面照明标准的前提下，在LED灯具上加装路灯智能单灯控制器，通过照明管理平台智能调节灯具亮度的项目。,https://sthj.sh.gov.cn/hbzhywpt2025/20260427/ba455111be5344adacc6fb334b7da3fe.html
《广西壮族自治区国民经济和社会发展第十五个五年规划纲要》,2026/4/27,区域地方级,广西,2.政策制度体系,2,"绿色低碳转型,绿色经济",旨在阐明广西壮族自治区发展战略意图，明确政府工作重点，引导规范社会主体行为，是“十五五”时期经济社会发展的宏伟蓝图，是全区各族人民共同的行动纲领。共18篇66章内容，第十三篇加快经济社会发展全面绿色转型，建设美丽广西中提出全面实施碳排放双控新机制、推动重点领域绿色低碳转型、提升应对气候变化能力等具体措施。,http://www.gxzf.gov.cn/zfwj/zxwj/t27502753.shtml
《工业场景数据要素应用参考指引》,2026/4/28,国家级,,3.产业领域,,"工业领域,碳排放核算",旨在引导企业以场景应用为牵引，探索工业数据“采”“集”“用”有效路径，加快推进工业数据开发利用，促进数据要素赋能新型工业化。围绕研发设计、生产制造、经营管理等关键环节，凝练出23个场景。提出碳资源全生命周期管理，构建“管碳—算碳—降碳”一体化碳管理体系，推动碳排放准确核算、实时监测，降低单位产值碳排放量等。,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_2798abfa97f0464984757431fcef27ca.html
《广东省国民经济和社会发展第十五个五年规划纲要》,2026/4/28,区域地方级,广东,2.政策制度体系,2,节能降碳,"旨在阐明""十五五""时期广东省经济社会发展战略，明确政府工作重点，是未来五年广东经济社会发展的宏伟蓝图和广东省人民共同的行动纲领。共21章内容，第十三章深入推进绿美广东生态建设 打造人与自然和谐共生的美丽广东样板中提出推动重点行业领域节能降碳、推进煤炭消费清洁替代、建设零碳园区和零碳运输走廊等具体措施。",https://www.gd.gov.cn/zwgk/wjk/qbwj/yf/content/post_4890249.html
《黑龙江省电力现货市场运营实施细则（试行3.0版）》,2026/4/28,区域地方级,黑龙江,4.能源领域,,"电力市场,新能源",旨在规范黑龙江省电力市场交易，保障各类经营主体合理的利益。本次修订将市场运营的基本规则与现货市场的具体实施细则融为一体，形成一部全面、系统的操作规范。系统性地明确了市场成员、价格形成机制、各类市场间的衔接方式，以及现货电能量市场、调频市场的具体运行与结算规则等。现货电能量市场方面，明确了参与现货市场的技术、信用和注册条件，细化了各类发电机组、新能源场站的具体参与方式与申报要求等。,https://drc.hlj.gov.cn/drc/c111444/202604/c00_31936234.shtml
《甘肃省固定资产投资项目节能审查和碳排放评价实施办法》,2026/4/29,区域地方级,甘肃,2.政策制度体系,2.6 监督执法,"碳排放评价,节能审查",本实施办法适用于甘肃省各级人民政府投资主管部门管理的在甘肃省行政区域内建设的固定资产投资项目，包括新建、改建、扩建和技术改造等项目。项目碳排放评价结果纳入项目节能审查意见。包括总则、管理职责、审查程序、监督管理等六章共26条内容。,https://fzgg.gansu.gov.cn/fzgg/tzgg/202604/174325991.shtml
《浙江省固定资产投资项目节能审查验收实施办法（试行）》,2026/4/30,区域地方级,浙江,2.政策制度体系,2.6 监督执法,"碳排放评价,节能审查",旨在规范浙江省固定资产投资项目节能审查验收工作，强化节能审查闭环管理。明确节能审查验收内容及相关要求，提到对项目节能审查意见和节能报告落实情况进行验收，验收内容包括建设方案、用能设备、节能降碳措施、能源计量器具配备、能耗（煤炭）平衡方案、其他内容等。,http://btgxj.xjbt.gov.cn/c/2026-05-08/8483284.shtml
《美丽中国建设成效考核办法》,2026/5/7,国家级,,1.国家战略体系,,美丽中国,为全面推进美丽中国建设，推动绿色低碳发展，实现生态环境质量的全面改善。考核聚焦美丽中国建设关键领域和重点任务，设置美丽中国建设责任落实情况、美丽中国建设年度主要目标完成情况、美丽中国建设年度重点任务完成情况、资金使用绩效情况、群众满意程度五个方面考核内容。,https://www.mee.gov.cn/zcwj/zyygwj/202605/t20260507_1151208.shtml
《关于促进人工智能与能源双向赋能的行动方案》,2026/5/8,国家级,,4.能源领域,,人工智能,为强化能源对人工智能发展的基础支撑作用，发挥人工智能对能源转型的叠加倍增效应，提出分阶段到2030年，人工智能算力设施清洁能源供给保障能力及能源领域人工智能关键技术研发应用达到世界领先水平等目标。从提升绿电占比、加强节能降碳管理、完善绿电直连政策等方面加快推进。,https://www.nea.gov.cn/20260508/4dae97ca01d348e4871bb8654be34b3a/c.html
《工业和信息化部办公厅关于组织开展2026年度工业节能监察工作的通知》,2026/5/8,国家级,,2.政策制度体系,2.6 监督执法,"节能降碳,碳足迹",围绕加强节能降碳全过程监管、推进工业绿色低碳发展，文件提出开展重点行业领域、重点产业链及重点用能设备能效监察等工作任务。文件明确，对工业节能监察中发现存在不合理用能、能源管理基础薄弱的企业，督促其加快实施节能降碳改造，并探索将监察结果应用于企业碳排放和产品碳足迹核算管理等方面。,https://wap.miit.gov.cn/jgsj/jns/wjfb/art/2026/art_8ba0a6ce6f2a411eb06f91d5f69f70d8.html
《兵团绿色制造体系建设管理办法》,2026/5/8,区域地方级,新疆,3.产业领域,,绿色工厂,为实施绿色制造标杆升级行动、加快构建绿色制造和服务体系，文件提出发挥绿色工厂在制造业绿色低碳转型中的基础性作用，建立规范化、长效化培育机制。文件共6章25条，重点明确绿色工厂、绿色工业园区和绿色供应链管理企业培育标准，推动绿色化改造升级。,http://btgxj.xjbt.gov.cn/c/2026-05-08/8483284.shtml
《北京市建设项目可再生能源开发利用全过程监督检查和监测评估办法（试行）》,2026/5/9,区域地方级,北京,4.能源领域,,可再生能源,本办法旨在规范北京市建设项目可再生能源开发利用全过程监督管理，提升可再生能源开发利用水平，促进绿色低碳转型和可持续发展。适用于建设项目立项、设计、施工、监理及维护管理等环节，对可再生能源开发利用要求落实情况开展监督检查和监测评估。,https://www.beijing.gov.cn/zhengce/zhengcefagui/202605/t20260511_4645774.html
《美丽四川绿色金融项目储备指南》,2026/5/11,区域地方级,四川,2.政策制度体系,2.1 环境经济,绿色金融,旨在发挥绿色金融牵引作用，服务美丽四川建设，建立绿色金融项目储备库。支持范围涵盖绿色低碳发展、绿色服务供给等五大领域。项目库实行“成熟一个、申报一个”，由市（州）生态环境局组织线上申报，重点明确建设内容、融资需求及预期生态环境效益。生态环境厅将组织项目筛选入库，并推动金融机构加大绿色金融支持力度。,https://sthjt.sc.gov.cn/sthjt/c23101802/2026/5/11/50a31da0ebec476498fb84a0bf653e23.shtml
《江西省国民经济和社会发展第十五个五年规划纲要》,2026/5/12,区域地方级,江西,2.政策制度体系,2,"节能降碳,新型能源体系",《纲要》系统全面部署了“十五五”时期江西省产业创新、扩大内需、协调发展、美丽江西等全方位各领域重点任务。在建设新型能源体系方面提出提升传统能源兜底保障能力、积极有序发展可再生能源、完善能源输送网络等；在高标准建设美丽江西方面提出实施碳排放总量和强度双控制度、推动重点领域节能降碳、绿色生产生活方式等重点任务。,https://www.jiangxi.gov.cn/jxsrmzf/gmjj/pc/content/content_2046038523652931584.html
《重庆市加快场景培育和开放推动新场景大规模应用行动方案》,2026/5/13,区域地方级,重庆,3.产业领域,,"节能降碳,绿电直连",为加快培育发展新质生产力，方案提出每年打造20个具有重庆特色的综合性重大场景，并举办百场供需对接活动，开放千项场景机会等。重点聚焦数字经济、人工智能、清洁能源等领域，推进绿电直连、氢能低碳转型及成渝“氢走廊”等应用场景建设。方案有效期至2028年12月31日。,https://www.cq.gov.cn/zwgk/zfxxgkml/szfwj/xzgfxwj/szfbgt/202605/t20260513_15672609.html
《新型储能电站建设工程质量监督大纲》,2026/5/14,国家级,,4.能源领域,,新型储能,“十四五”以来，我国新型储能加快迈向规模化商业应用。该政策旨在规范新型储能工程质量监督管理，并结合近年来储能工程监督实践，围绕质量管控薄弱环节，建立通用与专用相结合的监督体系。重点适用于100兆瓦及以上电化学储能和压缩空气储能电站建设工程，同时结合行业标准与工程经验完善监督条款。,https://www.nea.gov.cn/20260514/ded62aeb85294f51ab9597405dcd3449/c.html
《辽宁省国民经济和社会发展第十五个五年规划纲要》,2026/5/15,区域地方级,辽宁,2.政策制度体系,2,"绿色低碳转型,新型电力系统","“十五五”时期要打造具有辽宁特色的风光火核储一体化能源基地，塑造清洁能源新优势，逐步建立以非化石能源为供应主体、化石能源为兜底保障、新型电力系统为关键支撑、绿色智慧节约为用能导向的清洁低碳安全高效的""六新合一""新型能源体系。包括提高清洁能源装机比重、实现源网荷储良性互动、推动能源消费绿色节能、促进清洁能源科学消纳等重点任务。",https://www.ln.gov.cn/web/zwgkx/zfwj/szfwj/2026n/2026051817354546150/index.shtml
《钢铁行业产能置换实施办法》,2026/5/18,国家级,,3.产业领域,,"钢铁行业,氢冶金",钢铁产能置换政策是推进钢铁行业供给侧结构性改革、巩固提升去产能成果的重要措施。为加快促进钢铁行业减量提质，《置换办法》在提高置换比例、逐步取消不同企业间产能置换、规范不锈钢企业设备建设、支持高端化、绿色化发展等七方面进行了修订。,https://wap.miit.gov.cn/jgsj/ycls/wjfb/art/2026/art_2523e7d1c690437196c79484fa868a60.html
《加快发展非烟非能工业行动方案》,2026/5/18,区域地方级,云南,3.产业领域,,"新能源,零碳园区",为加快发展非烟非能工业，推动云南省制造业持续稳定增长。提到加快绿色低碳技术推广运用，推进零碳园区建设，发展绿色制造等。“十五五”时期州（市）非烟非能工业发展重点方向包括新能源电池、绿色铝、钛、铜、钒、硅光伏产业、新能源装备等。,https://www.yn.gov.cn/zwgk/zcwj/zxwj/202605/t20260518_326858.html
《关于有序推动多用户绿电直连发展有关事项的通知》,2026/5/20,国家级,,4.能源领域,,"电力消纳,零碳园区,绿电直连",为进一步解决新能源就近就地消纳问题，文件对适用范围、规划投资与建设等方面进行了明确规定。政策重点支持工业园区、零碳园区、增量配电网以及算力设施、绿色氢氨醇等新兴产业开展绿电直连，并对运行管理、交易与价格机制、绿电溯源及组织保障等方面作出具体规定。,https://www.nea.gov.cn/20260520/9e1c4277ce324c8ab82a84da98da7980/c.html
《推进生态综合补偿实施方案》,2026/5/22,国家级,,2.政策制度体系,2.1 环境经济,"绿色金融,碳市场",目标到2030年，生态综合补偿机制更加完善，重点区域绿色可持续发展能力持续增强，为加快经济社会发展全面绿色转型、建设美丽中国提供有力保障。提出健全资源环境要素市场化配置体系：推进碳排放权、用水权、排污权、碳汇权益等市场化交易。开发与资源环境要素相关的绿色信贷、绿色保险、绿色债券等金融产品和服务等。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202605/t20260522_1405365.html
《关于印发河南省推进数字经济高质量发展若干政策措施的通知》,2026/5/23,区域地方级,河南,4.能源领域,,"可再生能源,绿电",为深入推进数字（智）河南建设，加快发展以数据为关键要素的数字经济，全方位打造数智强省。提出推动算力设施提速发展：支持具备条件的算力设施实施源网荷储一体化建设，就地就近开发利用太阳能、风能、生物质能等可再生能源，鼓励开展绿色电力证书、绿色电力交易，全面提升算力设施绿色能源利用水平等。,https://www.henan.gov.cn/2026/05-23/3357553.html
《河南省国民经济和社会发展第十五个五年规划纲要》,2026/5/25,区域地方级,河南,2.政策制度体系,2,"清洁能源,循环经济",“十五五”时期生态安全屏障更加牢固，美丽河南建设取得重大进展。提出碳排放强度持续下降，清洁低碳安全高效的新型能源体系初步建成，重点行业能源利用效率达到国内先进水平等目标。包括深入开展节能降碳和控煤减煤，力争“十五五”末年度清洁能源电量覆盖新增全社会用电量，推动实现煤炭和石油消费达峰等具体措施。,https://www.hnswjrb.gov.cn/2026/05-25/3645819.html
《2026年汽车标准化工作要点》,2026/5/26,国家级,,5.交通领域,,"电动汽车,零碳工厂",为进一步健全汽车标准体系，提升标准供给质量，深化标准国际合作，以高水平标准促进高质量发展。提出引领行业绿色低碳转型：聚焦新能源汽车安全、性能与兼容等关键领域，持续推动汽车节能标准迭代升级，全面落实面向2030年能耗限值标准要求。加快汽车产品碳足迹核算、核查等相关标准研制，持续推动零碳工厂建设等。,https://wap.miit.gov.cn/jgsj/zbys/qcgy/art/2026/art_623cea38ff2c41a4a2f4a72899128c69.html
《上海市人民政府关于推进服务业扩能提质的实施意见》,2026/5/27,区域地方级,上海,3.产业领域,,"碳足迹,零碳园区",目标到2030年，服务业增加值达6万亿元左右，服务进出口额突破3000亿美元。提出加快绿色低碳服务创新发展：聚焦碳核算及碳数据平台、涉碳类认证等重点领域，培育壮大一批技术服务商、交易商与综合服务商；加快建立产品碳足迹管理体系，构建全链条绿色低碳供应链体系；推动上海碳市场深化改革、推进零碳园区建设等。,https://www.shanghai.gov.cn/gwk/search/content/5da1b7004eab483186d16dedb31cf013
《城市更新“十五五”规划》,2026/5/28,国家级,,2.政策制度体系,2,绿色建材,目标到2035年，城市更新体制机制更加完善，城市结构优化、动能转换、品质提升、绿色转型、文脉赓续、治理增效取得显著成效等。在推动城市发展绿色低碳转型方面，提出大力发展绿色建筑，推动超低能耗建筑、低碳建筑规模化发展。建立建筑能效等级制度，持续推进绿色建材评价认证等具体内容。,https://www.gov.cn/zhengce/content/202605/content_7070539.htm
《中共北京市委 北京市人民政府关于推动城市高质量发展的实施意见》,2026/5/28,区域地方级,北京,2.政策制度体系,2,"零碳园区,碳市场",为加快推进城市高质量发展，推动首都现代化建设。目标分阶段到2035年，国际一流的和谐宜居之都初步建成。提出全面践行人民城市理念，打造宜居美丽生活空间：建设全域“无废城市”，大力发展循环经济；实施碳排放总量和强度双控，深化碳市场建设；大力发展绿色建筑，建设零碳厂区园区社区城区等。,https://www.beijing.gov.cn/zhengce/zhengcefagui/202605/t20260528_4669598.html
《非化石能源电力消费核算指南（试行）》,2026/6/1,国家级,,2.政策制度体系,2.5 统计核算,"可再生能源,碳排放核算",旨在推动完善碳排放统计核算体系，指导非化石能源电力消费核算工作，支撑电力消费间接碳排放核算，促进电能量交易、绿证交易、碳排放核算等不同政策机制有效衔接。《指南》明确了物理、交易、分摊三类认定每千瓦时非化石能源电力消费的归属方法；以及省级、地市和电力用户非化石能源电力消费量的具体核算方法，避免重复核算等内容。,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202606/t20260601_1405606.html
《关于在云霄直流开展输电权市场化交易的通知》,2026/6/2,国家级,,4.能源领域,,电力市场,《通知》中涉及的输电权市场化交易适用于通过云霄直流开展的跨经营区中长期、现货电能量交易时的输电权交易。规定了云霄直流输电权市场化交易机制中的交易方式、组织、结算，以及价格限制等内容。并要求对输电权交易成交量、价格等情况进行公开披露。,https://www.ndrc.gov.cn/xwdt/tzgg/202606/t20260602_1405668.html
《加快农业农村现代化“十五五”规划》,2026/6/2,国家级,,7.农业、林业及其他土地利用,,"碳足迹,碳交易",为科学引领未来五年农业农村高质量发展，以加快农业农村现代化更好推进中国式现代化建设。在加快农业发展全面绿色转型方面，提出实施农业农村减排固碳行动；实施农产品碳足迹管理，推进农业领域碳交易；发展绿色低碳产业链；加强农业绿色发展水平监测等内容。,https://www.gov.cn/zhengce/content/202606/content_7070901.htm
《湖南省推进新型工业化和制造强省建设“十五五”规划》,2026/6/2,区域地方级,湖南,3.产业领域,,"循环经济,零碳园区",为明确湖南省“十五五”时期推进新型工业化和制造强省建设、持续用力打造国家重要先进制造业高地的总体思路、发展目标、产业体系等。在推动绿色低碳安全发展方面，提出深入推进绿色制造体系建设，培育绿色供应链，探索建设零碳工厂、零碳园区，开展重点产品碳足迹核算；大力发展循环经济，促进清洁生产和资源节约高效利用，强化工业产品低碳原料替代等。,https://www.hunan.gov.cn/hnszf/xxgk/wjk/szfwj/202606/t20260608_33996172.html
